upazila,district,latitude,longitude,network_type,signal_strength,accuracy,created_at
Shahzadpur,Sirajganj,24.17,89.58833333,3G/2G,Low,4,7/20/2025 2:51
Sirajganj Sadar,Sirajganj,24.45833,89.7,3G/2G,Moderate,2,7/20/2025 3:01
Tarash,Sirajganj,24.4333,89.375,3G/2G,Good,2,7/20/2025 3:04
Ullapara,Sirajganj,24.3194,89.5667,3G/2G,Low,9,7/20/2025 3:08
Birampur,Dinajpur,25.3783,88.9833,3G/2G,Low,2,7/20/2025 3:10
Birganj,Dinajpur,26,88.5833,3G/2G,Moderate,7,7/20/2025 3:15
Birol,Dinajpur,25.6333,88.5333,3G/2G,Good,1,7/20/2025 3:21
Bochaganj,Dinajpur,25.8,88.4611,3G/2G,Good,7,7/20/2025 3:28
Chirirbandar,Dinajpur,25.6625,88.7833,Wi-Fi,Moderate,0,7/20/2025 3:30
Dinajpur Sadar,Dinajpur,25.6333,88.65,3G/2G,Low,1,7/20/2025 3:42
Fulbari,Dinajpur,25.51666667,88.88333333,Wi-Fi,Low,2,7/20/2025 3:50
Ghoraghat,Dinajpur,25.2458,89.2167,3G/2G,Moderate,1,7/20/2025 3:55
Hakimpur,Dinajpur,25.2833,89.0167,3G/2G,Low,7,7/20/2025 4:29
Kaharol,Dinajpur,25.7917,88.6,3G/2G,Good,3,7/20/2025 4:40
Khanshama,Dinajpur,25.9278,88.7333,3G/2G,Moderate,4,7/20/2025 4:44
Nawabganj,Dinajpur,25.4167,89.0833,3G/2G,Moderate,5,7/20/2025 4:44
Parbatipur,Dinajpur,25.6533,88.9155,Wi-Fi,Low,0,7/20/2025 4:46
Fulchari,Gaibandha,25.1917,89.6167,3G/2G,Moderate,10,7/20/2025 4:49
Gaibandha Sadar,Gaibandha,25.325,89.6278,3G/2G,Low,5,7/20/2025 5:00
Gobindaganj,Gaibandha,25.1333,89.3917,3G/2G,Moderate,7,7/20/2025 5:07
Palashbari,Gaibandha,25.2833,89.35,Wi-Fi,Low,5,7/20/2025 5:09
Sadullapur,Gaibandha,25.3833,89.4667,3G/2G,Moderate,10,7/20/2025 5:19
Saghata,Gaibandha,25.1056,89.5861,3G/2G,Low,3,7/20/2025 5:45
Sundarganj,Gaibandha,25.56436222,89.51909,3G/2G,Low,0,7/20/2025 5:58
Bhurungamari,Kurigram,26.125,89.6833,3G/2G,Moderate,10,7/20/2025 6:15
Chilmari,Kurigram,25.5667,89.6917,3G/2G,Good,2,7/20/2025 6:16
Fulbari,Kurigram,25.95,89.56666667,3G/2G,Good,0,7/20/2025 6:19
Kurigram Sadar,Kurigram,25.8167,89.65,3G/2G,Moderate,9,7/20/2025 6:26
Nageswari,Kurigram,25.96,89.74,3G/2G,Good,2,7/20/2025 6:31
Rajarhat,Kurigram,25.8,89.55,3G/2G,Low,7,7/20/2025 6:39
Char Rajibpur,Kurigram,25.4,89.6917,3G/2G,Low,5,7/20/2025 6:41
Rowmari,Kurigram,25.5625,89.85,3G/2G,Moderate,9,7/20/2025 6:44
Ulipur,Kurigram,25.6639,89.6333,3G/2G,Good,4,7/20/2025 6:52
Aditmari,Lalmonirhat,25.925,89.35,3G/2G,Low,3,7/20/2025 6:58
Hatibandha,Lalmonirhat,26.1125,89.1333,3G/2G,Good,0,7/20/2025 6:58
Kaliganj,Lalmonirhat,25.9676,89.2068,3G/2G,Moderate,6,7/20/2025 7:01
Lalmonirhat Sadar,Lalmonirhat,25.915,89.45,3G/2G,Low,10,7/20/2025 7:08
Patgram,Lalmonirhat,26.35,89.01666667,3G/2G,Moderate,7,7/20/2025 7:25
Dimla,Nilphamari,26.16,89,3G/2G,Low,5,7/20/2025 7:28
Domar,Nilphamari,26.1,88.8361,3G/2G,Low,4,7/20/2025 7:37
Jaldhaka,Nilphamari,26.03,88.99,3G/2G,Low,8,7/20/2025 7:43
Kishoreganj,Nilphamari,25.9111,89.025,3G/2G,Low,3,7/20/2025 7:49
Nilphamari Sadar,Nilphamari,25.9417,88.8444,3G/2G,Good,7,7/20/2025 7:51
Sayedpur,Nilphamari,25.7778,88.8917,3G/2G,Moderate,1,7/20/2025 7:55
Atwari,Panchagarh,26.3083,88.4583,3G/2G,Moderate,0,7/20/2025 8:00
Boda,Panchagarh,26.2083,88.5597,3G/2G,Low,5,7/20/2025 8:11
Debiganj,Panchagarh,26.1185,88.7592,3G/2G,Low,2,7/20/2025 8:14
Panchagarh Sadar,Panchagarh,26.3347,88.5583,3G/2G,Low,3,7/20/2025 8:17
Tetulia,Panchagarh,26.48333333,88.35,3G/2G,Good,8,7/20/2025 8:19
Badarganj,Rangpur,25.66666667,89.05,3G/2G,Low,8,7/20/2025 8:35
Gangachara,Rangpur,25.85,89.2167,Wi-Fi,Moderate,1,7/20/2025 8:40
Kaunia,Rangpur,25.7708,89.4167,Wi-Fi,Good,2,7/20/2025 9:07
Mithapukur,Rangpur,25.5417,89.2833,3G/2G,Low,7,7/20/2025 9:08
Pirgacha,Rangpur,25.58,89.4,3G/2G,Good,9,7/20/2025 9:11
Pirganj,Rangpur,25.4153,89.3167,3G/2G,Low,6,7/20/2025 9:16
Rangpur Sadar,Rangpur,25.75014,89.23333,3G/2G,Good,8,7/20/2025 9:20
Taraganj,Rangpur,25.79,89.04,3G/2G,Low,9,7/20/2025 9:39
Baliadangi,Thakurgaon,26.1,88.275,3G/2G,Low,9,7/20/2025 9:48
Haripur,Thakurgaon,25.8083,88.1417,3G/2G,Moderate,8,7/20/2025 9:49
Pirganj,Thakurgaon,25.8542,88.3667,3G/2G,Low,0,7/20/2025 9:57
Ranisankail,Thakurgaon,25.88833333,88.25166667,3G/2G,Good,1,7/20/2025 9:57
Thakurgaon Sadar,Thakurgaon,26.0208,88.4667,3G/2G,Low,7,7/20/2025 10:13
Ajmiriganj,Habiganj,24.5472,91.25,3G/2G,Low,0,7/20/2025 10:20
Bahubal,Habiganj,24.3556,91.5417,3G/2G,Moderate,8,7/20/2025 10:54
Baniachong,Habiganj,24.5417,91.3333,3G/2G,Low,5,7/20/2025 10:54
Chunarughat,Habiganj,24.2,91.51666667,3G/2G,Moderate,8,7/20/2025 10:56
Habiganj Sadar,Habiganj,24.375,91.4167,Wi-Fi,Low,6,7/20/2025 11:08
Lakhai,Habiganj,24.2889,91.2167,3G/2G,Good,8,7/20/2025 11:11
Madhabpur,Habiganj,24.1028,91.2917,3G/2G,Good,1,7/20/2025 11:31
Nabiganj,Habiganj,24.56666667,91.515,3G/2G,Good,5,7/20/2025 11:33
Sayestaganj,Habiganj,24.2733003,91.4463813,3G/2G,Moderate,5,7/20/2025 11:43
Barlekha,Moulvibazar,24.7083,92.2,3G/2G,Moderate,0,7/20/2025 11:48
Juri,Moulvibazar,24.58006,92.164672,3G/2G,Moderate,4,7/20/2025 12:05
Kamalganj,Moulvibazar,24.3667,91.8667,3G/2G,Low,3,7/20/2025 12:08
Kulaura,Moulvibazar,24.86833333,92.05916667,Wi-Fi,Low,3,7/20/2025 12:10
Moulvibazar Sadar,Moulvibazar,24.4778,91.7667,3G/2G,Good,1,7/20/2025 12:13
Rajnagar,Moulvibazar,24.51666667,91.86666667,3G/2G,Moderate,0,7/20/2025 12:17
Sreemangal,Moulvibazar,24.3083,91.7333,3G/2G,Good,1,7/20/2025 12:24
Biswamvarpur,Sunamganj,25.1,91.3,3G/2G,Moderate,2,7/20/2025 12:27
Chatak,Sunamganj,25.0417,91.675,3G/2G,Low,0,7/20/2025 12:55
Dakshin Sunamganj,Sunamganj,24.93951,91.41359,3G/2G,Moderate,1,7/20/2025 12:56
Derai,Sunamganj,24.79,91.35,3G/2G,Good,5,7/20/2025 13:05
Dharmapasha,Sunamganj,24.9,91.0167,3G/2G,Moderate,8,7/20/2025 13:07
Dowarabazar,Sunamganj,25.05,91.5667,3G/2G,Low,1,7/20/2025 13:08
Jagannathpur,Sunamganj,24.76666667,91.55,3G/2G,Good,3,7/20/2025 13:10
Jamalganj,Sunamganj,24.9833,91.2333,3G/2G,Low,8,7/20/2025 13:17
Sulla,Sunamganj,24.6264,91.25,3G/2G,Moderate,0,7/20/2025 13:20
Sunamganj Sadar,Sunamganj,25.06666667,91.4,3G/2G,Low,1,7/20/2025 13:20
Tahirpur,Sunamganj,25.0917,91.175,3G/2G,Good,5,7/20/2025 13:22
Balaganj,Sylhet,24.6667,91.8333,3G/2G,Low,7,7/20/2025 13:28
Beanibazar,Sylhet,24.825,92.1625,Wi-Fi,Good,8,7/20/2025 13:31
Biswanath,Sylhet,24.8083,91.7639,3G/2G,Good,4,7/20/2025 13:35
Companiganj,Sylhet,25.0791,91.7542,3G/2G,Low,6,7/20/2025 13:38
Dakshin Surma,Sylhet,24.803,91.914,3G/2G,Moderate,1,7/20/2025 13:39
Fenchuganj,Sylhet,24.7083,91.9403,3G/2G,Good,0,7/20/2025 13:40
Golapganj,Sylhet,24.8583,92.0208,3G/2G,Moderate,3,7/20/2025 13:47
Gowainghat,Sylhet,25.08,91.97,3G/2G,Moderate,4,7/20/2025 13:50
Jointiapur,Sylhet,25.125,92.1167,Wi-Fi,Moderate,8,7/20/2025 13:55
Kanaighat,Sylhet,25.0166,92.2472,3G/2G,Moderate,3,7/20/2025 13:58
Osmaninagar,Sylhet,24.718244,91.74657,Wi-Fi,Low,0,7/20/2025 14:02
Sylhet Sadar,Sylhet,24.8917,91.8833,3G/2G,Good,10,7/20/2025 14:11
Zakiganj,Sylhet,24.8778,92.3722,3G/2G,Low,5,7/20/2025 14:14
Gournadi,Barishal,22.9736,90.2306,3G/2G,Good,8,7/20/2025 14:23
Adabar,Dhaka,23.7733,90.3548,3G/2G,Good,3,7/20/2025 14:25
Uttar Khan,Dhaka,23.8709,90.4327,3G/2G,Good,3,7/20/2025 14:33
Uttara,Dhaka,23.8759,90.3795,3G/2G,Good,3,7/20/2025 14:38
Kadamtali,Dhaka,23.69732,90.457698,3G/2G,Low,1,7/20/2025 14:40
Kalabagan,Dhaka,23.744,90.3872,3G/2G,Moderate,6,7/20/2025 14:44
Kafrul,Dhaka,23.7896,90.3913,3G/2G,Moderate,5,7/20/2025 14:45
Kamrangirchar,Dhaka,23.7182,90.3678,3G/2G,Good,8,7/20/2025 14:51
Cantonment,Dhaka,23.8245,90.4056,3G/2G,Moderate,8,7/20/2025 14:51
Kotwali,Dhaka,23.7107,90.409,3G/2G,Good,5,7/20/2025 15:04
Khilkhet,Dhaka,23.8281,90.4197,3G/2G,Good,6,7/20/2025 15:05
Khilgaon,Dhaka,23.7566,90.4644,3G/2G,Low,5,7/20/2025 15:27
Gulshan,Dhaka,23.7925,90.4078,3G/2G,Moderate,10,7/20/2025 15:30
Gandaria,Dhaka,23.702453,90.426069,3G/2G,Moderate,6,7/20/2025 15:33
Chawkbazar,Dhaka,23.7083,90.3916,3G/2G,Moderate,10,7/20/2025 15:36
Demra,Dhaka,23.7209,90.4833,3G/2G,Low,10,7/20/2025 15:38
Turag,Dhaka,23.8759,90.3701,3G/2G,Good,2,7/20/2025 15:43
Tejgaon,Dhaka,23.7598,90.3913,3G/2G,Moderate,6,7/20/2025 15:50
Tejgaon Industrial Area,Dhaka,23.7658,90.396,3G/2G,Moderate,9,7/20/2025 15:52
Dakshinkhan,Dhaka,23.8594,90.4268,Wi-Fi,Low,4,7/20/2025 15:58
Darus Salam,Dhaka,23.7833,90.3416,3G/2G,Moderate,0,7/20/2025 16:04
Dhanmondi,Dhaka,23.7461,90.3742,Wi-Fi,Low,1,7/20/2025 16:16
New Market,Dhaka,23.7331,90.3869,3G/2G,Low,2,7/20/2025 16:25
Paltan,Dhaka,23.733,90.3984,3G/2G,Low,8,7/20/2025 16:30
Pallabi,Dhaka,23.8283,90.3607,3G/2G,Good,3,7/20/2025 16:33
Bangshal,Dhaka,23.7181,90.4007,3G/2G,Low,0,7/20/2025 16:57
Badda,Dhaka,23.7805,90.4267,3G/2G,Good,5,7/20/2025 17:05
Bimanbandar,Dhaka,23.8333,90.4,3G/2G,Good,0,7/20/2025 17:10
Motijheel,Dhaka,23.733,90.4172,Wi-Fi,Low,1,7/20/2025 17:12
Mirpur,Dhaka,23.8223,90.3654,3G/2G,Good,10,7/20/2025 17:19
Mohammadpur,Dhaka,23.766,90.3586,3G/2G,Low,3,7/20/2025 17:37
Jatrabari,Dhaka,23.7103,90.4355,3G/2G,Moderate,3,7/20/2025 17:43
Ramna,Dhaka,23.733,90.3984,3G/2G,Moderate,5,7/20/2025 17:52
Rampura,Dhaka,23.7613,90.4435,3G/2G,Moderate,9,7/20/2025 17:56
Lalbagh,Dhaka,23.7182,90.3866,3G/2G,Moderate,1,7/20/2025 17:58
Shah Ali,Dhaka,23.8054,90.3489,3G/2G,Low,10,7/20/2025 18:00
Shahbagh,Dhaka,23.725,90.3916,3G/2G,Moderate,3,7/20/2025 18:03
Sher-e-Bangla Nagar,Dhaka,23.7717,90.3772,3G/2G,Good,10,7/20/2025 18:04
Shyampur,Dhaka,23.6853,90.4455,3G/2G,Moderate,8,7/20/2025 18:17
Sabujbagh,Dhaka,23.7333,90.4333,Wi-Fi,Moderate,9,7/20/2025 18:25
Sutrapur,Dhaka,23.7121,90.4196,3G/2G,Low,0,7/20/2025 18:32
Hazaribagh,Dhaka,23.7352,90.3691,Wi-Fi,Moderate,0,7/20/2025 18:47
Banani,Dhaka,23.79,90.4019,3G/2G,Low,9,7/20/2025 18:47
Bhashantek,Dhaka,23.806,90.3598,3G/2G,Low,4,7/20/2025 18:52
Vatara,Dhaka,23.7974,90.424,3G/2G,Good,3,7/20/2025 18:57
Mugda,Dhaka,23.7288,90.4334,3G/2G,Good,1,7/20/2025 19:03
Rupnagar,Dhaka,23.8173,90.3579,3G/2G,Low,7,7/20/2025 19:07
Wari,Dhaka,23.7149,90.4188,3G/2G,Low,7,7/20/2025 19:11
Bayejid Bostami,Chittagong,22.3794,91.8203,3G/2G,Good,10,7/20/2025 19:14
Bakalia,Chittagong,22.353,91.8562,3G/2G,Moderate,4,7/20/2025 19:17
Chandgaon,Chittagong,22.3888,91.8562,3G/2G,Good,5,7/20/2025 19:37
Chittagong Bandar,Chittagong,22.301,91.7833,3G/2G,Moderate,6,7/20/2025 19:39
Double Mooring,Chittagong,22.3297,91.8562,3G/2G,Low,0,7/20/2025 19:50
Halishahar,Chittagong,22.3181,91.7782,3G/2G,Good,5,7/20/2025 19:51
Kotwali,Chittagong,22.3414,91.827,3G/2G,Moderate,10,7/20/2025 19:52
Khulshi,Chittagong,22.3621,91.811,3G/2G,Moderate,3,7/20/2025 20:01
Pahartali,Chittagong,22.3658,91.7782,3G/2G,Good,0,7/20/2025 20:02
Panchlaish,Chittagong,22.3622,91.8343,3G/2G,Good,5,7/20/2025 20:32
Patenga,Chittagong,22.2391,91.8145,3G/2G,Good,6,7/20/2025 20:35
Daulatpur,Khulna,22.8634,89.6167,3G/2G,Low,5,7/20/2025 20:45
Khalishpur,Khulna,22.8491,89.5412,Wi-Fi,Good,7,7/20/2025 20:46
Khan Jahan Ali,Khulna,22.9142,89.5067,3G/2G,Low,0,7/20/2025 21:16
Kotwali,Khulna,22.7667,89.4333,3G/2G,Low,1,7/20/2025 21:19
Sonadanga,Khulna,22.8248,89.538,3G/2G,Low,7,7/20/2025 21:20
Boalia,Rajshahi,24.3695,88.6193,3G/2G,Low,6,7/20/2025 21:21
Matihar,Rajshahi,24.3668,88.6458,3G/2G,Low,6,7/20/2025 21:29
Rajpara,Rajshahi,24.3808,88.5614,3G/2G,Low,6,7/20/2025 21:36
Shah Makhdum,Rajshahi,24.4085,88.6088,3G/2G,Moderate,2,7/20/2025 21:38
Kawkhali,Pirojpur,22.625799,88.443123,4G,Good,8,7/20/2025 21:41
Mathbaria,Pirojpur,22.2869,89.9667,4G,Low,2,7/20/2025 21:48
Nazirpur,Pirojpur,22.77,89.98,4G,Good,3,7/20/2025 21:55
Nesarabad,Pirojpur,22.7472,90.1036,4G,Good,2,7/20/2025 21:59
Pirojpur Sadar,Pirojpur,22.5778,89.99,4G,Moderate,10,7/20/2025 22:18
Zianagar,Pirojpur,22.4858,89.9603,4G,Good,6,7/20/2025 22:28
Akhaura,Brahmanbaria,23.8833,91.2166,4G,Good,5,7/20/2025 22:32
Ashuganj,Brahmanbaria,24.0366,91.005,Wi-Fi,Low,6,7/20/2025 22:34
Brahmanbaria Sadar,Brahmanbaria,23.9528,91.1167,4G,Good,1,7/20/2025 22:36
Bancharampur,Brahmanbaria,23.7778,90.8083,4G,Moderate,8,7/20/2025 22:36
Bijoynagar,Brahmanbaria,24.0211,91.2797,4G,Moderate,0,7/20/2025 22:36
Kasba,Brahmanbaria,23.7333,91.1667,4G,Low,4,7/20/2025 22:39
Nabinagar,Brahmanbaria,23.8833,90.9833,4G,Low,3,7/20/2025 22:41
Nasirnagar,Brahmanbaria,24.1065,91.195,4G,Good,3,7/20/2025 22:46
Sarail,Brahmanbaria,24.09247222,91.11977778,4G,Good,5,7/20/2025 22:46
Alikadam,Bandarban,21.6667,92.3056,Wi-Fi,Low,4,7/20/2025 22:47
Bandarban Sadar,Bandarban,22.2333,92.1917,4G,Low,8,7/20/2025 22:58
Lama,Bandarban,21.775,92.2,Wi-Fi,Moderate,5,7/20/2025 23:04
Naikhongchhari,Bandarban,21.4167,92.1833,4G,Low,7,7/20/2025 23:05
Rowangchari,Bandarban,22.1667,92.3333,4G,Moderate,5,7/20/2025 23:06
Ruma,Bandarban,22.05,92.4167,4G,Moderate,5,7/20/2025 23:14
Thanchi,Bandarban,21.7861,92.4278,Wi-Fi,Low,9,7/20/2025 23:21
Chandpur Sadar,Chandpur,23.2139,90.6361,4G,Moderate,0,7/20/2025 23:23
Faridganj,Chandpur,23.125,90.7486,4G,Moderate,9,7/20/2025 23:25
Haimchar,Chandpur,23.0667,90.6375,4G,Low,9,7/20/2025 23:27
Hajiganj,Chandpur,23.25,90.85,4G,Low,6,7/20/2025 23:27
Kachua,Chandpur,23.35,90.8917,4G,Moderate,7,7/20/2025 23:29
Matlab (Dakshin),Chandpur,23.35,90.7083,4G,Moderate,3,7/20/2025 23:34
Matlab (Uttar),Chandpur,23.45,90.63,Wi-Fi,Low,4,7/20/2025 23:53
Shahrasti,Chandpur,23.2222,90.95,4G,Moderate,8,7/21/2025 0:00
Anwara,Chittagong,22.2167,91.9111,4G,Moderate,7,7/21/2025 0:29
Banskhali,Chittagong,22.025,91.955,4G,Moderate,2,7/21/2025 0:35
Boalkhali,Chittagong,22.3778,91.9208,Wi-Fi,Low,0,7/21/2025 0:35
Chandanish,Chittagong,22.2111,92.0417,4G,Moderate,9,7/21/2025 0:44
Fatikchari,Chittagong,22.75,91.74,4G,Low,7,7/21/2025 0:45
Karnaphuli,Chittagong,22.3,91.9,4G,Moderate,3,7/21/2025 0:47
Lohagara,Chittagong,22.0083,92.1056,4G,Moderate,6,7/21/2025 0:49
Mirsharai,Chittagong,22.7722,91.575,Wi-Fi,Moderate,6,7/21/2025 0:52
Patiya,Chittagong,22.3,91.9833,4G,Moderate,0,7/21/2025 0:59
Rangunia,Chittagong,22.4667,92.0833,4G,Good,5,7/21/2025 1:15
Raozan,Chittagong,22.5333,91.9333,4G,Low,7,7/21/2025 1:19
Sandwip,Chittagong,22.4833,91.4417,4G,Moderate,0,7/21/2025 1:44
Satkania,Chittagong,22.08833333,92.085,Wi-Fi,Low,3,7/21/2025 1:47
Sitakunda,Chittagong,22.61666667,91.66166667,4G,Moderate,7,7/21/2025 1:53
Chakoria,Cox'S Bazar,21.7861,92.0778,4G,Low,4,7/21/2025 2:10
Cox's Bazar Sadar,Cox'S Bazar,21.45,91.9833,4G,Moderate,10,7/21/2025 2:13
Kutubdia,Cox'S Bazar,21.8167,91.8583,4G,Moderate,5,7/21/2025 2:15
Moheshkhali,Cox'S Bazar,21.55,91.95,4G,Moderate,10,7/21/2025 2:23
Pekua,Cox'S Bazar,21.825,91.975,4G,Good,3,7/21/2025 2:28
Ramu,Cox'S Bazar,21.45833333,92.1,4G,Good,4,7/21/2025 2:29
Teknaf,Cox'S Bazar,20.8667,92.3,Wi-Fi,Low,2,7/21/2025 2:31
Ukhiya,Cox'S Bazar,21.22,92.12,4G,Low,4,7/21/2025 2:33
Barura,Cumilla,23.375,91.0583,4G,Moderate,10,7/21/2025 2:48
Brahmanpara,Cumilla,23.6167,91.1083,4G,Moderate,2,7/21/2025 3:02
Burichong,Cumilla,23.55,91.12666667,4G,Moderate,7,7/21/2025 3:08
Chandina,Cumilla,23.4833,91.0083,4G,Good,5,7/21/2025 3:10
Chauddagram,Cumilla,23.22,91.3,4G,Low,0,7/21/2025 3:16
Cumilla Sadar,Cumilla,23.4583,91.1833,Wi-Fi,Moderate,4,7/21/2025 3:19
Cumilla Sadar Daksin,Cumilla,23.3667,91.2,4G,Moderate,2,7/21/2025 3:24
Daudkandi,Cumilla,23.5333,90.7167,4G,Low,10,7/21/2025 3:24
Debidwar,Cumilla,23.6,90.9917,4G,Low,3,7/21/2025 3:32
Homna,Cumilla,23.6833,90.7917,4G,Moderate,5,7/21/2025 3:33
Laksham,Cumilla,23.24666667,91.12833333,4G,Low,10,7/21/2025 3:33
Lalmai,Cumilla,23.36002,91.15254,4G,Low,0,7/21/2025 3:40
Meghna,Cumilla,23.627,90.7037,4G,Low,5,7/21/2025 3:57
Monohorganj,Cumilla,23.1667,91.0667,4G,Moderate,8,7/21/2025 3:57
Muradnagar,Cumilla,23.6385,90.9325,4G,Low,5,7/21/2025 4:01
Nangalkot,Cumilla,23.13,91.22,4G,Low,10,7/21/2025 4:04
Titas,Cumilla,23.6,90.7667,4G,Low,5,7/21/2025 4:04
Chhagalniya,Feni,23.0361,91.5194,4G,Moderate,6,7/21/2025 4:11
Daganbhuiyan,Feni,22.9375,91.3042,4G,Good,3,7/21/2025 4:13
Amtali,Barguna,22.1294,90.2289,Wi-Fi,Low,4,7/21/2025 4:14
Bamna,Barguna,22.3014,90.1,4G,Moderate,5,7/21/2025 4:23
Barguna Sadar,Barguna,22.1508,90.1264,4G,Moderate,6,7/21/2025 4:29
Betagi,Barguna,22.4167,90.1681,4G,Low,7,7/21/2025 4:39
Patharghata,Barguna,22.03333333,89.96666667,4G,Low,2,7/21/2025 4:42
Taltali,Barguna,22.00146,90.00295,4G,Moderate,9,7/21/2025 4:43
Agailjhara,Barishal,22.9667,90.15,4G,Low,4,7/21/2025 4:50
Babuganj,Barishal,22.8319,90.3222,4G,Low,2,7/21/2025 5:08
Bakerganj,Barishal,22.55,90.3389,4G,Good,4,7/21/2025 5:10
Banaripara,Barishal,22.7819,90.1667,4G,Low,4,7/21/2025 5:12
Barishal Sadar,Barishal,22.7,90.3667,4G,Good,4,7/21/2025 5:13
Hizla,Barishal,22.9,90.5083,4G,Moderate,1,7/21/2025 5:14
Mehendiganj,Barishal,22.8319,90.5333,4G,Good,5,7/21/2025 5:16
Muladi,Barishal,22.915,90.415,4G,Low,3,7/21/2025 5:17
Uzirpur,Barishal,22.8111,90.2444,4G,Low,4,7/21/2025 5:17
Bhola-S,Bhola,22.6903,90.6525,4G,Good,2,7/21/2025 5:20
Borhanuddin,Bhola,22.5,90.7217,4G,Good,4,7/21/2025 5:21
Charfassion,Bhola,22.1847,90.7625,4G,Moderate,1,7/21/2025 5:24
Daulatkhan,Bhola,22.6069,90.7358,4G,Moderate,0,7/21/2025 5:27
Lalmohan,Bhola,22.3211,90.7472,4G,Low,7,7/21/2025 5:57
Monpura,Bhola,22.2986,90.9792,Wi-Fi,Moderate,7,7/21/2025 6:04
Tazumuddin,Bhola,22.4167,90.8486,4G,Low,8,7/21/2025 6:11
Jhalokathi Sadar,Jhalokathi,22.6406,90.19868,4G,Moderate,5,7/21/2025 6:16
Kathalia,Jhalokathi,22.4,90.125,4G,Moderate,9,7/21/2025 6:18
Nalchity,Jhalokathi,22.6222,90.2708,4G,Good,7,7/21/2025 6:20
Rajapur,Jhalokathi,22.5667,90.1417,4G,Moderate,4,7/21/2025 6:20
Bauphal,Patuakhali,22.45,90.53,4G,Moderate,6,7/21/2025 6:24
Dashmina,Patuakhali,22.2833,90.5903,4G,Low,5,7/21/2025 6:24
Dumki,Patuakhali,22.43333333,90.36666667,4G,Low,0,7/21/2025 6:28
Galachipa,Patuakhali,22.1639,90.4306,4G,Low,0,7/21/2025 6:29
Kalapara,Patuakhali,21.9861,90.2422,4G,Moderate,3,7/21/2025 6:56
Mirzaganj,Patuakhali,22.36,90.22,4G,Low,7,7/21/2025 7:03
Patuakhali Sadar,Patuakhali,22.3542,90.3181,Wi-Fi,Low,4,7/21/2025 7:09
Rangabali,Patuakhali,21.9333,90.4333,4G,Low,7,7/21/2025 7:17
Bhandaria,Pirojpur,22.4889,90.0733,4G,Moderate,5,7/21/2025 7:20
Hathazari,Chittagong,22.51666667,91.8,Wi-Fi,Moderate,9,7/21/2025 7:33
Feni Sadar,Feni,23.0167,91.3917,4G,Low,9,7/21/2025 7:43
Fulgazi,Feni,23.13333333,91.43333333,4G,Low,10,7/21/2025 7:43
Porshuram,Feni,23.21666667,91.44166667,4G,Moderate,5,7/21/2025 7:49
Sonagazi,Feni,22.85,91.3917,4G,Good,1,7/21/2025 7:52
Dighinala,Khagrachari,23.2583,92.0583,4G,Low,9,7/21/2025 7:58
Guimara,Khagrachari,22.9604,91.8695,4G,Good,3,7/21/2025 7:59
Khagrachari Sadar,Khagrachari,23.0417,91.9944,4G,Good,9,7/21/2025 8:06
Laxmichari,Khagrachari,22.81,91.94,Wi-Fi,Low,3,7/21/2025 8:11
Mahalchari,Khagrachari,22.92,92.025,Wi-Fi,Low,2,7/21/2025 8:13
Manikchari,Khagrachari,22.8347,91.8361,Wi-Fi,Moderate,1,7/21/2025 8:13
Matiranga,Khagrachari,23.0417,91.875,4G,Good,9,7/21/2025 8:20
Panchari,Khagrachari,23.3,91.88,4G,Good,10,7/21/2025 8:22
Ramgarh,Khagrachari,22.9667,91.7,4G,Low,9,7/21/2025 8:22
Komol Nagar, Laxmipur,22.73,90.88,4G,Moderate,5,7/21/2025 8:27
 Laxmipur Sadar, Laxmipur,22.95,90.825,4G,Low,9,7/21/2025 8:37
Raipur, Laxmipur,23.0333,90.775,4G,Moderate,0,7/21/2025 8:38
Ramganj, Laxmipur,23.105,90.875,4G,Low,2,7/21/2025 8:43
Ramgati, Laxmipur,22.72,90.89,4G,Low,10,7/21/2025 8:48
Begumganj,Noakhali,22.95,91.1,4G,Moderate,4,7/21/2025 8:54
Chatkhil,Noakhali,23.05,90.9583,4G,Moderate,9,7/21/2025 8:58
Companiganj,Noakhali,22.875,91.2833,4G,Good,3,7/21/2025 9:05
Hatiya,Noakhali,22.3667,91.125,4G,Low,2,7/21/2025 9:05
Kabir Hat,Noakhali,22.8333,91.2,4G,Moderate,4,7/21/2025 9:05
Noakhali Sadar,Noakhali,22.8256,91.1014,4G,Moderate,4,7/21/2025 9:08
Senbag,Noakhali,23,91.23,4G,Low,5,7/21/2025 9:29
Sonaimuri,Noakhali,23.03833333,91.10833333,4G,Moderate,6,7/21/2025 9:31
Subarna Char,Noakhali,22.6833,91.11,Wi-Fi,Low,9,7/21/2025 9:43
Baghaichari,Rangamati,23.15,92.1917,4G,Moderate,8,7/21/2025 9:54
Barkal,Rangamati,22.7333,92.3583,Wi-Fi,Low,1,7/21/2025 9:54
Belaichari,Rangamati,22.4667,92.375,4G,Low,5,7/21/2025 10:04
Juraichari,Rangamati,22.6667,92.3833,4G,Good,7,7/21/2025 10:12
Kaptai,Rangamati,22.5,92.2167,Wi-Fi,Low,0,7/21/2025 10:15
Kaukhali,Rangamati,22.5333,92.0167,4G,Low,0,7/21/2025 10:17
Langadu,Rangamati,22.95,92.15,4G,Moderate,4,7/21/2025 10:32
Nanniarchar,Rangamati,22.8583,92.1167,4G,Moderate,10,7/21/2025 10:33
